transaction_id,account_id,amount,tx_type,timestamp,status,merchant,category
TXN_000503,ACC_00030,48176.86,debit,2024-12-30 00:00:00,completed,Smith-Rodriguez,fuel
TXN_000504,ACC_00266,10093.35,transfer,2024-01-06 00:00:00,completed,Kent Ltd,healthcare
TXN_000505,ACC_00019,8482.45,transfer,2024-11-10 00:00:00,completed,Hopkins LLC,groceries
TXN_000506,ACC_00142,4351.27,withdrawal,2024-03-21 00:00:00,completed,Green Ltd,restaurant
TXN_000507,ACC_00266,29308.15,credit,2024-07-26 00:00:00,completed,Washington PLC,electronics
TXN_000508,ACC_00287,27484.14,payment,2024-02-16 00:00:00,completed,Cooper Inc,entertainment
TXN_000509,ACC_00100,30322.11,withdrawal,2024-04-25 00:00:00,failed,Larson and Sons,groceries
TXN_000510,ACC_00260,8759.99,credit,2024-05-13 00:00:00,completed,Mullins-Gutierrez,entertainment
TXN_000511,ACC_00263,47351.3,transfer,2024-06-23 00:00:00,failed,Young-Alexander,entertainment
TXN_000512,ACC_00194,22144.0,payment,2024-12-21 00:00:00,completed,"Jackson, Lane and Wilkinson",healthcare
TXN_000513,ACC_00235,48062.32,withdrawal,2024-06-22 00:00:00,failed,May Inc,groceries
TXN_000514,ACC_00035,5822.25,withdrawal,2024-09-03 00:00:00,completed,Jackson Group,healthcare
TXN_000515,ACC_00162,35061.79,withdrawal,2024-12-12 00:00:00,reversed,Turner-Reese,groceries
TXN_000516,ACC_00128,41610.53,transfer,2024-12-24 00:00:00,completed,"Hall, Vega and Price",utilities
TXN_000517,ACC_00092,27732.03,withdrawal,2024-02-08 00:00:00,completed,Thomas-Berg,healthcare
TXN_000518,ACC_00098,13461.1,withdrawal,2024-10-20 00:00:00,completed,Roberts Group,healthcare
TXN_000519,ACC_00106,43638.4,debit,2024-05-03 00:00:00,completed,Gregory-Nixon,healthcare
TXN_000520,ACC_00055,17807.81,credit,2024-11-12 00:00:00,failed,"Blanchard, Davis and Schmidt",fuel
TXN_000521,ACC_00278,341.12,credit,2024-11-10 00:00:00,pending,Blanchard-Reynolds,utilities
TXN_000522,ACC_00295,15777.69,transfer,2024-11-13 00:00:00,completed,"Garrison, Rogers and Adams",entertainment
TXN_000523,ACC_00296,11112.42,debit,2024-07-22 00:00:00,completed,Scott PLC,restaurant
TXN_000524,ACC_00017,46983.32,payment,2024-09-01 00:00:00,completed,Murray-Leonard,travel
TXN_000525,ACC_00266,48825.59,withdrawal,2024-08-22 00:00:00,completed,Navarro PLC,groceries
TXN_000526,ACC_00195,33708.41,payment,2024-01-07 00:00:00,completed,Meyer Ltd,utilities
TXN_000527,ACC_00096,43093.48,payment,2024-11-09 00:00:00,completed,"Kaiser, Edwards and Smith",entertainment
TXN_000528,ACC_00176,47926.76,transfer,2024-08-29 00:00:00,completed,Decker Inc,restaurant
TXN_000529,ACC_00191,20960.46,transfer,2024-04-17 00:00:00,failed,Davis-Garcia,entertainment
TXN_000530,ACC_00068,9002.66,payment,2024-08-18 00:00:00,completed,Bell-Hardy,electronics
TXN_000531,ACC_00285,40206.34,withdrawal,2024-05-18 00:00:00,failed,Lee-Johnson,healthcare
TXN_000532,ACC_00077,40003.87,withdrawal,2024-03-15 00:00:00,pending,Brown PLC,travel
TXN_000533,ACC_00265,24984.9,payment,2024-08-03 00:00:00,completed,"Shannon, Robinson and Greene",fuel
TXN_000534,ACC_00291,12556.19,credit,2024-06-02 00:00:00,completed,Erickson Inc,travel
TXN_000535,ACC_00131,10781.21,withdrawal,2024-01-31 00:00:00,pending,Gates and Sons,electronics
TXN_000536,ACC_00134,37232.22,transfer,2024-08-18 00:00:00,completed,Douglas-Yoder,entertainment
TXN_000537,ACC_00063,1001.57,transfer,2024-06-25 00:00:00,failed,"Pratt, Lopez and Rodriguez",healthcare
TXN_000538,ACC_00276,28798.96,debit,2024-10-22 00:00:00,reversed,King Group,entertainment
TXN_000539,ACC_00262,16261.26,withdrawal,2024-06-30 00:00:00,pending,"Mayer, Fowler and Livingston",fuel
TXN_000540,ACC_00147,,withdrawal,2024-02-10 00:00:00,completed,Hammond-Schwartz,travel
TXN_000541,ACC_00173,32032.63,withdrawal,2024-03-26 00:00:00,completed,"Carrillo, Morris and Martin",restaurant
TXN_000542,ACC_00176,3964.81,debit,2024-02-06 00:00:00,completed,Ramirez Inc,entertainment
TXN_000543,ACC_00203,13380.94,transfer,2024-12-29 00:00:00,failed,Price-Ferrell,utilities
TXN_000544,ACC_00231,26051.58,withdrawal,2024-10-27 00:00:00,completed,Sosa-Baker,groceries
TXN_000545,ACC_00129,36391.34,credit,2024-03-05 00:00:00,completed,Jones-Krause,restaurant
TXN_000546,ACC_00243,4786.73,payment,2024-02-22 00:00:00,completed,Bishop and Sons,restaurant
TXN_000547,ACC_00043,38252.17,credit,2024-09-25 00:00:00,completed,"Vasquez, Thomas and Mack",travel
TXN_000548,ACC_00200,32745.09,transfer,2024-02-13 00:00:00,completed,Mendez Inc,entertainment
TXN_000549,ACC_00068,31327.77,payment,2024-08-14 00:00:00,pending,Baldwin-Garcia,groceries
TXN_000550,ACC_00167,33180.82,withdrawal,2024-01-18 00:00:00,completed,Jones Ltd,entertainment
TXN_000551,ACC_00277,22247.8,debit,2024-10-07 00:00:00,completed,Waters-Smith,fuel
TXN_000552,ACC_00289,37448.09,withdrawal,2024-11-19 00:00:00,completed,Hernandez-Bowman,entertainment
TXN_000553,ACC_00117,24087.77,credit,2024-06-26 00:00:00,completed,Ortega LLC,utilities
TXN_000554,ACC_00156,12997.75,credit,2024-07-30 00:00:00,completed,Graves Group,travel
TXN_000555,ACC_00274,14345.24,credit,2024-06-25 00:00:00,completed,"Smith, Zimmerman and Wise",fuel
TXN_000556,ACC_00221,14987.53,transfer,2024-09-01 00:00:00,completed,Graham-Anthony,groceries
TXN_000557,ACC_00211,18688.46,payment,2024-10-07 00:00:00,completed,Fernandez Inc,healthcare
TXN_000558,ACC_00200,35749.75,withdrawal,2024-03-24 00:00:00,completed,Finley-Meyers,electronics
TXN_000559,ACC_00265,31269.9,payment,2024-08-04 00:00:00,pending,Martinez-Nichols,entertainment
TXN_000560,ACC_00273,32426.37,transfer,2024-05-25 00:00:00,completed,Cook-Turner,electronics
TXN_000561,ACC_00057,6839.84,withdrawal,2024-04-03 00:00:00,completed,Chen Ltd,entertainment
TXN_000562,ACC_00097,31141.46,transfer,2024-12-24 00:00:00,completed,Diaz LLC,groceries
TXN_000563,ACC_00053,1116.32,transfer,2024-09-30 00:00:00,completed,Randall LLC,fuel
TXN_000564,ACC_00078,11648.2,credit,2024-01-05 00:00:00,completed,"Harris, Spencer and Ponce",utilities
TXN_000565,ACC_00256,15585.72,transfer,2024-08-03 00:00:00,completed,"Lee, Dominguez and Mosley",groceries
TXN_000566,ACC_00075,4020.35,credit,2024-06-18 00:00:00,completed,"Barker, Tucker and Mcclure",restaurant
TXN_000567,ACC_00093,27164.17,debit,2024-02-06 00:00:00,failed,Moss-Taylor,entertainment
TXN_000568,ACC_00063,41414.32,debit,2024-07-14 00:00:00,completed,Johnson PLC,fuel
TXN_000569,ACC_00018,36883.57,debit,2024-05-06 00:00:00,completed,Burns Inc,electronics
TXN_000570,ACC_00107,33303.73,withdrawal,2024-09-23 00:00:00,completed,"Schneider, Porter and Hanna",entertainment
TXN_000571,ACC_00022,7938.99,payment,2024-06-14 00:00:00,completed,Levy-Smith,entertainment
TXN_000572,ACC_00102,31929.62,transfer,2024-09-03 00:00:00,failed,Brown-French,healthcare
TXN_000573,ACC_00223,11805.93,transfer,2024-02-27 00:00:00,completed,Sullivan and Sons,entertainment
TXN_000574,ACC_00125,5991.28,credit,2024-10-26 00:00:00,reversed,"Contreras, Ellis and Gregory",fuel
TXN_000575,ACC_00191,29814.65,credit,2024-12-18 00:00:00,completed,"Hernandez, Riley and Buckley",fuel
TXN_000576,ACC_00174,34300.37,credit,2024-02-16 00:00:00,completed,Moss Group,travel
TXN_000577,ACC_00055,26822.3,debit,2024-12-25 00:00:00,completed,"Smith, Meadows and Montgomery",utilities
TXN_000578,ACC_00178,39430.21,withdrawal,2024-10-12 00:00:00,completed,Haynes and Sons,groceries
TXN_000579,ACC_00069,18894.67,transfer,2024-12-18 00:00:00,failed,Jackson Inc,fuel
TXN_000580,ACC_00151,21880.63,payment,2024-12-27 00:00:00,completed,Hoover-Davis,healthcare
TXN_000581,ACC_00179,9339.47,transfer,2024-10-17 00:00:00,completed,"Jackson, Garza and Meyers",entertainment
TXN_000582,ACC_00284,45724.56,debit,2024-11-02 00:00:00,completed,Wilson PLC,travel
TXN_000583,ACC_00135,14790.68,payment,2024-08-18 00:00:00,completed,"Walker, Brock and Simmons",groceries
TXN_000584,ACC_00095,25302.83,credit,2024-11-22 00:00:00,completed,"Gregory, Nguyen and Daugherty",utilities
TXN_000585,ACC_00033,11946.94,payment,2024-11-13 00:00:00,pending,"Gardner, Morris and Oconnell",healthcare
TXN_000586,ACC_00283,34164.38,debit,2024-09-25 00:00:00,completed,Duran PLC,utilities
TXN_000587,ACC_00057,32048.79,credit,2024-07-28 00:00:00,completed,Rogers Inc,electronics
TXN_000588,ACC_00067,41761.32,debit,2024-01-23 00:00:00,failed,Thomas-Perry,healthcare
TXN_000589,ACC_00051,24273.66,credit,2024-02-24 00:00:00,completed,"Wood, Martin and Sanchez",restaurant
TXN_000590,ACC_00303,24500.58,transfer,2024-12-02 00:00:00,completed,"Williams, Garcia and Boone",healthcare
TXN_000591,ACC_00007,35895.08,debit,2024-11-06 00:00:00,completed,"Bennett, Moore and Hobbs",electronics
TXN_000592,ACC_00032,40052.99,transfer,2024-08-27 00:00:00,completed,Smith and Sons,restaurant
TXN_000593,ACC_00030,39714.54,payment,2024-07-07 00:00:00,completed,Mann PLC,groceries
TXN_000594,ACC_00040,41724.48,debit,2024-02-06 00:00:00,reversed,Butler-Aguirre,electronics
TXN_000595,ACC_00273,36261.34,withdrawal,2024-02-21 00:00:00,completed,Schwartz-Harris,healthcare
TXN_000596,ACC_00092,31270.0,payment,2024-10-18 00:00:00,completed,"Nelson, Cole and Allen",restaurant
TXN_000597,ACC_00296,38316.51,transfer,2024-02-24 00:00:00,completed,Bishop Inc,restaurant
TXN_000598,ACC_00093,8348.8,payment,2024-02-23 00:00:00,completed,"White, Porter and Clements",utilities
TXN_000599,ACC_00308,7917.24,withdrawal,2024-12-02 00:00:00,failed,"Serrano, Turner and Barnes",utilities
TXN_000600,ACC_00167,,transfer,2024-10-08 00:00:00,completed,"Young, Wilson and Moreno",restaurant
TXN_000601,ACC_00289,30424.58,,2024-06-14 00:00:00,completed,Montgomery PLC,entertainment
TXN_000602,ACC_00230,48082.97,withdrawal,2024-07-03 00:00:00,completed,"Robinson, Townsend and Hopkins",groceries
TXN_000603,ACC_00266,29792.18,debit,2024-05-25 00:00:00,reversed,Brown-Rodriguez,entertainment
TXN_000604,ACC_00114,15023.69,debit,2024-01-04 00:00:00,failed,Jennings Group,groceries
TXN_000605,ACC_00284,41118.65,payment,2024-12-19 00:00:00,completed,Thompson-Santiago,travel
TXN_000606,ACC_00183,1896.44,debit,2024-02-18 00:00:00,completed,Brown LLC,utilities
TXN_000607,ACC_00132,12500.35,transfer,2024-10-25 00:00:00,completed,Clark-King,restaurant
TXN_000608,ACC_00040,45894.91,transfer,2024-10-18 00:00:00,pending,"Trujillo, Chang and Williams",travel
TXN_000609,ACC_00296,41287.01,credit,2024-09-06 00:00:00,completed,"Williams, Medina and Moore",entertainment
TXN_000610,ACC_00296,36542.16,withdrawal,2024-01-20 00:00:00,completed,Washington Inc,groceries
TXN_000611,ACC_00223,17403.03,withdrawal,2024-06-20 00:00:00,failed,Jacobson Ltd,electronics
TXN_000612,ACC_00309,37386.46,credit,2024-04-26 00:00:00,completed,Watkins-Nguyen,restaurant
TXN_000613,ACC_00022,15246.12,transfer,2024-01-28 00:00:00,completed,Burgess LLC,travel
TXN_000614,ACC_00114,25125.06,debit,2024-06-16 00:00:00,completed,Maxwell LLC,restaurant
TXN_000615,ACC_00295,37644.48,payment,2024-08-16 00:00:00,completed,Garcia Ltd,restaurant
TXN_000616,ACC_00076,39320.55,debit,2024-05-28 00:00:00,completed,Kane-Bennett,fuel
TXN_000617,ACC_00281,37268.3,withdrawal,2024-10-19 00:00:00,completed,Jones PLC,restaurant
TXN_000618,ACC_00067,21730.21,debit,2024-09-13 00:00:00,completed,Brown-Graham,healthcare
TXN_000619,ACC_00293,19771.99,debit,2024-09-06 00:00:00,completed,Reilly Group,healthcare
TXN_000620,ACC_00221,3591.48,transfer,2024-05-04 00:00:00,completed,Hughes and Sons,electronics
TXN_000621,ACC_00217,33590.66,transfer,2024-02-27 00:00:00,completed,Cortez-Chen,utilities
TXN_000622,ACC_00013,29697.92,transfer,2024-06-25 00:00:00,completed,Harris-Martinez,utilities
TXN_000623,ACC_00227,41080.99,payment,2024-11-11 00:00:00,completed,"Carroll, Ramirez and Rodriguez",groceries
TXN_000624,ACC_00192,9992.26,debit,2024-04-29 00:00:00,pending,Ellis-Jackson,electronics
TXN_000625,ACC_00125,36981.69,payment,2024-02-27 00:00:00,failed,Robinson-Phillips,entertainment
TXN_000626,ACC_00057,17170.14,transfer,2024-01-08 00:00:00,completed,Clarke Ltd,groceries
TXN_000627,ACC_00276,10458.39,debit,2024-06-18 00:00:00,completed,"Whitehead, Lane and Tran",entertainment
TXN_000628,ACC_00073,24156.49,credit,2024-10-07 00:00:00,completed,Miller PLC,groceries
TXN_000629,ACC_00146,8524.28,debit,2024-05-10 00:00:00,pending,Atkins-Robinson,entertainment
TXN_000630,ACC_00005,23253.39,credit,2024-01-28 00:00:00,completed,Hood-Ramirez,entertainment
TXN_000631,ACC_00185,42605.63,credit,2024-12-05 00:00:00,completed,"Patterson, Salas and Wright",restaurant
TXN_000632,ACC_00261,48989.84,credit,2024-04-28 00:00:00,failed,Riley-Snow,fuel
TXN_000633,ACC_00096,26582.72,debit,2024-11-01 00:00:00,completed,"Shah, Mcintyre and Villanueva",fuel
TXN_000634,ACC_00012,46318.24,credit,2024-10-14 00:00:00,completed,Baird-Williams,entertainment
TXN_000635,ACC_00081,24501.74,credit,2024-06-19 00:00:00,completed,Quinn-Gordon,utilities
TXN_000636,ACC_00121,31265.3,payment,2024-06-30 00:00:00,completed,Schmidt-Mendoza,groceries
TXN_000637,ACC_00199,12891.39,credit,2024-11-16 00:00:00,failed,"Nicholson, Chavez and Allen",entertainment
TXN_000638,ACC_00202,7593.89,debit,2024-04-25 00:00:00,completed,"Mullins, Steele and Russell",restaurant
TXN_000639,ACC_00117,48030.68,withdrawal,2024-09-23 00:00:00,completed,Anderson LLC,travel
TXN_000640,ACC_00310,48527.15,transfer,2024-08-06 00:00:00,completed,Holland Inc,travel
TXN_000641,ACC_00298,32627.11,payment,2024-04-15 00:00:00,completed,Castillo LLC,healthcare
TXN_000642,ACC_00269,15456.83,debit,2024-03-11 00:00:00,completed,Warner PLC,travel
TXN_000643,ACC_00081,-46652.17,transfer,2024-12-01 00:00:00,completed,"Silva, Bray and Ford",electronics
TXN_000644,ACC_00075,15886.7,credit,2024-04-04 00:00:00,pending,Sawyer Group,restaurant
TXN_000645,ACC_00141,15174.37,debit,2024-07-29 00:00:00,pending,Clarke LLC,electronics
TXN_000646,ACC_00137,9245.48,payment,2024-03-08 00:00:00,completed,"Marshall, Schultz and Dalton",healthcare
TXN_000647,ACC_00014,11616.8,transfer,2024-11-01 00:00:00,completed,Cruz Ltd,fuel
TXN_000648,ACC_00310,25121.21,withdrawal,2024-03-09 00:00:00,completed,Schmidt-Phillips,utilities
TXN_000649,ACC_00252,42607.95,withdrawal,2024-04-04 00:00:00,completed,Wolfe-Salazar,healthcare
TXN_000650,ACC_00008,1621.16,transfer,2024-04-25 00:00:00,reversed,"Norton, French and Miller",healthcare
TXN_000651,ACC_00105,49412.29,credit,2024-12-09 00:00:00,completed,Fitzgerald-Brown,fuel
TXN_000652,ACC_00167,24502.25,withdrawal,2024-11-11 00:00:00,failed,"Cox, Williams and Reyes",restaurant
TXN_000653,ACC_00312,38812.97,withdrawal,2024-07-26 00:00:00,completed,Harvey-Diaz,restaurant
TXN_000654,ACC_00293,46957.57,payment,2024-11-09 00:00:00,completed,Wong Ltd,groceries
TXN_000655,ACC_00234,5474.72,credit,2024-09-23 00:00:00,failed,Castro and Sons,healthcare
TXN_000656,ACC_00021,26898.08,payment,2024-09-22 00:00:00,completed,Zavala and Sons,groceries
TXN_000657,ACC_00204,14566.06,,2024-04-07 00:00:00,pending,"Wilson, Mendoza and Crosby",entertainment
TXN_000658,ACC_00151,8332.67,payment,2024-08-24 00:00:00,failed,"Pitts, Warner and Mullins",travel
TXN_000659,ACC_00232,41496.38,credit,2024-08-25 00:00:00,completed,Flores LLC,electronics
TXN_000660,ACC_00280,38938.77,debit,2024-04-02 00:00:00,completed,"Frazier, Ramirez and Brown",utilities
TXN_000661,ACC_00233,1255.36,payment,2024-08-18 00:00:00,failed,Chavez-Mason,healthcare
TXN_000662,ACC_00166,4518.08,debit,2024-08-20 00:00:00,completed,Harrison PLC,electronics
TXN_000663,ACC_00231,5717.11,transfer,2024-02-16 00:00:00,completed,"Bryan, Lam and Hayes",restaurant
TXN_000664,ACC_00082,30607.51,withdrawal,2024-09-18 00:00:00,completed,Marsh-Dougherty,groceries
TXN_000665,ACC_00290,45613.52,debit,2024-03-28 00:00:00,completed,Lopez Group,travel
TXN_000666,ACC_00027,38460.15,withdrawal,2024-04-01 00:00:00,completed,Miller and Sons,fuel
TXN_000667,ACC_00061,31326.38,debit,2024-05-27 00:00:00,reversed,Mullen-Jones,groceries
TXN_000668,ACC_00007,38272.14,withdrawal,2024-11-14 00:00:00,completed,Hill Ltd,fuel
TXN_000669,ACC_00312,40374.65,withdrawal,2024-10-05 00:00:00,completed,Crawford and Sons,fuel
TXN_000670,ACC_00041,20513.47,payment,2024-08-20 00:00:00,completed,"Crane, Johnson and Butler",healthcare
TXN_000671,ACC_00286,13912.87,debit,2024-10-07 00:00:00,completed,"Weaver, Anderson and Reed",travel
TXN_000672,ACC_00019,32667.31,debit,2024-01-29 00:00:00,failed,Rojas-Smith,entertainment
TXN_000673,ACC_00026,46020.03,credit,2024-06-18 00:00:00,completed,Brown and Sons,travel
TXN_000674,ACC_00313,33607.8,payment,2024-03-23 00:00:00,completed,"Newman, Jenkins and Cooper",travel
TXN_000675,ACC_00185,37469.25,credit,2024-08-21 00:00:00,completed,"Buchanan, Tucker and Wade",entertainment
TXN_000676,ACC_00195,18434.79,credit,2024-06-14 00:00:00,pending,"Wilkinson, Wallace and Torres",electronics
TXN_000677,ACC_00063,23546.13,transfer,2024-05-29 00:00:00,completed,Villanueva LLC,restaurant
TXN_000678,ACC_00108,10500.17,payment,2024-09-25 00:00:00,completed,Mccormick and Sons,electronics
TXN_000679,ACC_00310,-36206.47,transfer,2024-09-04 00:00:00,completed,Watson-Roberts,utilities
TXN_000680,ACC_00182,26274.31,debit,2024-05-12 00:00:00,completed,Hernandez LLC,fuel
TXN_000681,ACC_00255,36461.95,withdrawal,2024-09-23 00:00:00,pending,Huber-Montgomery,healthcare
TXN_000682,ACC_00100,14531.5,credit,2024-12-28 00:00:00,completed,Joseph LLC,fuel
TXN_000683,ACC_00107,39838.66,payment,2024-11-16 00:00:00,reversed,Mcpherson Ltd,restaurant
TXN_000684,ACC_00287,16696.27,debit,2024-01-24 00:00:00,completed,"Conway, Bauer and Martin",healthcare
TXN_000685,ACC_00035,14088.52,transfer,2024-12-19 00:00:00,completed,Williams LLC,utilities
TXN_000686,ACC_00171,5700.7,transfer,2024-01-04 00:00:00,completed,"Martinez, Green and Lopez",groceries
TXN_000687,ACC_00174,9708.84,withdrawal,2024-03-30 00:00:00,failed,"Mann, Wade and Spence",groceries
TXN_000688,ACC_00080,,withdrawal,2024-11-26 00:00:00,failed,Watson PLC,utilities
TXN_000689,ACC_00212,39201.61,credit,2024-08-24 00:00:00,pending,Ferguson Inc,entertainment
TXN_000690,ACC_00162,36250.96,payment,2024-10-16 00:00:00,completed,Sullivan Group,healthcare
TXN_000691,ACC_00182,34277.81,credit,2024-10-22 00:00:00,reversed,Gould LLC,entertainment
TXN_000692,ACC_00193,16964.23,payment,2024-01-16 00:00:00,pending,Smith Ltd,restaurant
TXN_000693,ACC_00158,29763.64,transfer,2024-04-05 00:00:00,completed,"Cantrell, Rivera and Thornton",entertainment
TXN_000694,ACC_00122,4349.02,transfer,2024-07-30 00:00:00,completed,Kemp-Montes,entertainment
TXN_000695,ACC_00090,26259.77,credit,2024-04-20 00:00:00,completed,"Estrada, Marsh and Chandler",groceries
TXN_000696,ACC_00228,45668.56,payment,2024-04-13 00:00:00,completed,Morgan-Rodriguez,fuel
TXN_000697,ACC_00175,7712.35,,2024-09-13 00:00:00,completed,Mccullough-Taylor,entertainment
TXN_000698,ACC_00051,7173.32,payment,2024-06-16 00:00:00,completed,"Wilson, Johnson and Williamson",travel
TXN_000699,ACC_00236,36231.29,withdrawal,2024-04-15 00:00:00,completed,Griffin Inc,electronics
TXN_000700,ACC_00023,15555.96,payment,2024-01-03 00:00:00,failed,Brown-Davidson,utilities
TXN_000701,ACC_00053,44460.4,payment,2024-08-27 00:00:00,pending,"Fox, Harrington and Wang",entertainment
TXN_000702,ACC_00160,28882.22,debit,2024-01-12 00:00:00,completed,Johnson PLC,healthcare
TXN_000703,ACC_00164,13839.71,withdrawal,2024-05-26 00:00:00,completed,Rhodes-Rosario,entertainment
TXN_000704,ACC_00059,7883.23,credit,2024-03-17 00:00:00,reversed,"Foster, Henry and Morrison",electronics
TXN_000705,ACC_00282,27131.01,transfer,2024-04-15 00:00:00,completed,"Harding, Kerr and Ward",entertainment
TXN_000706,ACC_00037,12248.81,transfer,2024-10-20 00:00:00,completed,Baldwin Group,utilities
TXN_000707,ACC_00067,22187.95,credit,2024-10-03 00:00:00,completed,Hughes-Smith,groceries
TXN_000708,ACC_00045,19186.15,withdrawal,2024-02-24 00:00:00,completed,Bell-Madden,fuel
TXN_000709,ACC_00171,17787.66,debit,2024-11-11 00:00:00,completed,"Miller, Luna and Wallace",electronics
TXN_000710,ACC_00048,28393.79,withdrawal,2024-08-26 00:00:00,completed,Lara-Roberts,entertainment
TXN_000711,ACC_00239,32224.49,withdrawal,2024-12-16 00:00:00,completed,"Waller, Coleman and Mosley",healthcare
TXN_000712,ACC_00133,43056.2,transfer,2024-03-14 00:00:00,completed,Houston PLC,utilities
TXN_000713,ACC_00016,22669.62,credit,2024-06-15 00:00:00,completed,Thomas LLC,utilities
TXN_000714,ACC_00088,23067.47,transfer,2024-09-02 00:00:00,pending,Mcneil-Fox,travel
TXN_000715,ACC_00055,5155.58,transfer,2024-09-17 00:00:00,completed,Jones-Choi,electronics
TXN_000716,ACC_00206,26641.95,payment,2024-06-03 00:00:00,completed,Davis-Ortiz,healthcare
TXN_000717,ACC_00247,7959.42,withdrawal,2024-10-07 00:00:00,completed,Perry-Peters,healthcare
TXN_000718,ACC_00223,29552.6,payment,2024-12-21 00:00:00,pending,"Bradley, Melendez and Gonzalez",healthcare
TXN_000719,ACC_00040,33133.99,payment,2024-03-29 00:00:00,pending,Roberts-Henry,electronics
TXN_000720,ACC_00167,29807.81,payment,2024-10-30 00:00:00,completed,Davenport-Torres,fuel
TXN_000721,ACC_00208,15408.71,credit,2024-03-31 00:00:00,completed,"Singh, Walker and Moody",restaurant
TXN_000722,ACC_00032,24719.81,credit,2024-06-16 00:00:00,completed,Baker Ltd,travel
TXN_000723,ACC_00001,45163.77,debit,2024-10-24 00:00:00,completed,"Kennedy, Valdez and Stafford",fuel
TXN_000724,ACC_00296,14582.25,withdrawal,2024-09-29 00:00:00,completed,White-Knox,utilities
TXN_000725,ACC_00156,-28518.12,withdrawal,2024-06-02 00:00:00,completed,"Sanchez, Wilson and Ramirez",utilities
TXN_000726,ACC_00262,29140.52,withdrawal,2024-02-15 00:00:00,pending,George LLC,entertainment
TXN_000727,ACC_00282,18467.45,credit,2024-02-01 00:00:00,completed,"Castillo, Graham and Scott",utilities
TXN_000728,ACC_00016,43063.78,debit,2024-02-26 00:00:00,completed,"Alvarez, Benson and Wilson",restaurant
TXN_000729,ACC_00196,15913.18,withdrawal,2024-11-16 00:00:00,completed,"Quinn, Smith and Green",healthcare
TXN_000730,ACC_00072,8678.77,debit,2024-12-05 00:00:00,completed,"Brown, Flores and Johns",utilities
TXN_000731,ACC_00065,7721.82,debit,2024-08-01 00:00:00,completed,Howard Inc,groceries
TXN_000732,ACC_00250,36069.75,withdrawal,2024-03-14 00:00:00,reversed,Ward-Fields,travel
TXN_000733,ACC_00213,6869.64,withdrawal,2024-02-13 00:00:00,failed,Williams-Carter,restaurant
TXN_000734,ACC_00261,8998.07,withdrawal,2024-11-15 00:00:00,completed,"Mayer, Palmer and Miranda",fuel
TXN_000735,ACC_00096,17771.81,withdrawal,2024-07-15 00:00:00,completed,Duran PLC,fuel
TXN_000736,ACC_00138,35609.38,withdrawal,2024-05-01 00:00:00,failed,Stephens LLC,utilities
TXN_000737,ACC_00291,48911.89,withdrawal,2024-01-18 00:00:00,completed,"Marsh, Nelson and Wolfe",electronics
TXN_000738,ACC_00041,24081.83,debit,2024-10-24 00:00:00,completed,Davis-Carpenter,entertainment
TXN_000739,ACC_00268,25852.31,payment,2024-08-26 00:00:00,completed,Smith PLC,fuel
TXN_000740,ACC_00040,37086.89,payment,2024-11-18 00:00:00,pending,Watson-Washington,entertainment
TXN_000741,ACC_00176,2648.19,payment,2024-11-09 00:00:00,pending,Mccall-Martin,fuel
TXN_000742,ACC_00241,25638.03,payment,2024-08-20 00:00:00,completed,Moore and Sons,restaurant
TXN_000743,ACC_00151,48029.46,transfer,2024-06-29 00:00:00,completed,Pope PLC,entertainment
TXN_000744,ACC_00243,13029.55,payment,2024-10-15 00:00:00,completed,"Norris, Cisneros and Mathis",groceries
TXN_000745,ACC_00014,49518.34,transfer,2024-12-02 00:00:00,completed,"Arnold, Avila and Wilson",travel
TXN_000746,ACC_00143,3852.34,transfer,2024-09-15 00:00:00,completed,Moon-Wilson,entertainment
TXN_000747,ACC_00008,42894.34,credit,2024-05-20 00:00:00,completed,Mclean Group,travel
TXN_000748,ACC_00090,22338.19,transfer,2024-12-03 00:00:00,pending,Collins-Cox,healthcare
TXN_000749,ACC_00271,9048.65,credit,2024-09-05 00:00:00,completed,Preston-Harper,electronics
TXN_000750,ACC_00079,29781.25,withdrawal,2024-03-15 00:00:00,pending,Jackson-Torres,restaurant
TXN_000751,ACC_00226,11904.99,debit,2024-07-15 00:00:00,completed,"Olsen, Walker and Vincent",utilities
TXN_000752,ACC_00060,32116.63,credit,2024-01-28 00:00:00,completed,Watts LLC,restaurant
TXN_000753,ACC_00273,15075.34,debit,2024-08-31 00:00:00,completed,Clark Inc,restaurant
TXN_000754,ACC_00272,13138.63,withdrawal,2024-08-30 00:00:00,completed,Vazquez-Bowers,fuel
TXN_000755,ACC_00272,33927.89,credit,2024-07-14 00:00:00,completed,Smith Group,utilities
TXN_000756,ACC_00140,30528.17,transfer,2024-08-09 00:00:00,completed,Williams-Rodriguez,electronics
TXN_000757,ACC_00201,,withdrawal,2024-05-10 00:00:00,pending,"Palmer, Brown and Wilson",healthcare
TXN_000758,ACC_00100,-29440.33,payment,2024-12-10 00:00:00,completed,Williams-Turner,travel
TXN_000759,ACC_00005,-27385.15,credit,2024-06-09 00:00:00,completed,Webster Inc,electronics
TXN_000760,ACC_00229,5204.33,transfer,2024-09-25 00:00:00,completed,"Harris, Santana and Lopez",entertainment
TXN_000761,ACC_00013,9662.05,payment,2024-05-08 00:00:00,completed,Johnson-Thomas,healthcare
TXN_000762,ACC_00062,31907.76,credit,2024-11-02 00:00:00,failed,"Mcmahon, Rush and Bailey",travel
